comment,toxic
"Покидать перекрёсток можно(точнее - нужно) на любой сигнал светофора.
",0.0
"Я сама большой любитель вяленой рыбки, и особенно воблы. Самая вкусная, которая попадалась в Питере, была в КБ (красное и белое). Производит какой-то астраханский ИПшник. Стоит 59р за 100гр. Вот она не пересушенная и очень вкусная. Там тоже порой попадаются не очень удачные экземпляры, но это исключение.
",0.0
"Зигани на фюрера, полегчает...
",1.0
"То-то китайцы постоянно клонируют и подделывают китайскую же продукцию.
",0.0
"Сиди в своём fag и не возвращайся никогда, петух.
",1.0
"А ну-ка расскажи мне, как Зевсова вера Пифагора задушила? В наши дни, спору нет, бритва Оккама позволила отсечь религию от социальной этики, как необязательное для существования этики понятие, но давайте вспомним, что именно религия служила связью народов во времена феодальной раздробленности, то есть сама по себе религия - это и есть основа этики, да и Уильям Оккамский, на секундочку - дитя религии.
",1.0
"Теперь мелодия эта в голове играет.
",1.0
"Уберите свиногитлера отсюда. Егор - обыкновенный левак-якобинец.
",1.0
"Так-так, с этого места подробнее, какой это загадочный физический процесс, возникающий при прикуривании, добьет батарею?
",0.0
"Отлично, хотя бы название закрывшегося предприятия в студию можно?
",0.0
"Репорт самопиарищейся вниманиебляди.
",1.0
"Остальное вылизывать.
",1.0
"если жить на космолете то не так уж и много
",0.0
"Обычно под подобные вещи создают тестовый контур, и проверяют потенциально опасные вещи там. Тот же Acronis, при бэкапе им контроллера домена, может вызвать при развертывании USN Rollback, например. Восстанавливаться то можно. Но геморно.
",0.0
"Думаю, ради перестраховки сказали
",0.0
"Ну да бог с ними. Или кто там - Будда,Мао?.. В принципе ничего удивительного - китайцы запросто могли стырить спутник. Это на них похоже,как походе на то,что они не смогли кражу скрыть (не очень сообразительный ребята) А то,что это стало отличным поводом вытеснить их с рынка... Ну что ж,тут китайцы подставились... Но в этой сфере у них и собственных заказов с лихвой
",0.0
"Хоть ты и дегенерат, но ты прав. В том, что ты грязноштанный потомок холопа, нет моей заслуги, лишь заслуга твоей матери шлюхи, и ее матери шлюхи, и т.д.
",1.0
"Вот с этого На видосе другой чел, просто похож
",0.0
"Тебе уже предоставляется такая возможность, белых русачков всё меньше, Наташи ебутся с чурками. Можешь начинать быть куколдом.
",1.0
"Ага, привезти мясо из Аргентины дешевле, чем скупить в ближайших деревнях! Ты хоть представляешь себе всю логистическую цепочку? А ведь его где то ещё хранить надо, холодильные склады, место, где всё это размораживают и упаковывают. Не, всё это доступно только крупным сетевым магазинам.
",0.0
"по асфальту это да, износ очень быстрый, а цена гуслей запредельная(
",0.0
"Сейчас все такие ранние и прогрессивные, что даже не знаю)
",0.0
"просили показать чатик тупой внибляди дегенерат начинает защищать свою блядь и говорить про тред Ясно.
",1.0
"Пятачок, это какая-то не правильная сова
",1.0
"Ну то, что по нотам настраивать, это понятно. Непонятно что там подкручивать надо.
",0.0
"Через 10 минут после того, как Яндекс Алиса нашла более короткий маршрут.
",0.0
"этого пидора в Химках видал недавно на гик-конвенте видал, жирный что твой кабан. Ходил меж рядами и опускал арты и комиксоту. канал с гик-обзорами по Marvel и DC ХУNТА, таких 10-12 фактов про superheroname в интернетах overдохуя, а больше ничего он не умеет. Да и факты ебанутые (типа первый факт: Железный человек - Тони Старк. Второй факт: Он гений, миллиардер, плейбой, филантроп. Третий факт: Он сын Говарда Старка )
",1.0
"БЫСТРО ПИКЧУ С ЖИРИНОВСКИМ! Вахта, хуле спим, блять!
",1.0
"Хммм. Тогда ок, просто нам надо было оперативно оформлять документы, поэтому и имя было заготовлено.
",0.0
"Хм, навскидку, емнип, у Страуда есть хорошие серии из натуральных ебеней из Гренландии, про остров и про океан обе отличные, про крушение кукурузника зимой интересная, про пустыни Юты, про какие-то глухомани в районе Великих озёр Канады есть, даже есть какая-то серия про Сибирь и Монголию! Вру, вспомнил, Сибирь и Монголия - это другой классный выживатель, Рэй Мирс, кажется
",0.0
"Эк ты витиевато конский хуй назвал...
",0.0
"Что плохого?) Я просто общалась там от скуки, а в итоге уже год встречаюсь с парнем)
",0.0
"Где такие, как хотя бы пан Марцинкевич? Блядь, эта строка перчеркнула всё выше написанное.
",1.0
"У нас все зависит от ветра, ветер есть- все гуд, ветра нет и города не видно из-за смога
",0.0
"Ха-ха, про без обид , посмотри программу подготовки и сравни с тем, что написано в приказе по классу. Я не думаю, что теперешний сильно отличается от прошлого, по которому классы получал я. Ну и ладно, успехов с Сасово (Краснокутском и т.д.), хотя с прозапрошлого года актуальнее Ульяновск, это не запредельно большие, но совсем другие деньги.
",0.0
"А ведь когда-то в Арзамасе можно было просто пойти пиздить цыганье, которое ставило свой табор на 408км! И ходили, и никакая милиция не мешала.
",1.0
С чего начать изучать философию?,1.0
"расчеты неверны. государство не может не наебывать россиян. поэтому сначала суммируется стоимость груза и стоимость доставки, а потом сверху накручиваеься ндс на общую сумму.
",0.0
"А мы стараемся. Из России мы матушки.
",1.0
"круто, что. Как обычно: сначала новости вслывают о незаконной вырубке несколько лет, все начали возмущаться. Далее Бояре увидели, что их спалили, и теперь пошли новости о якобы работе оперативников и пресечении незаконной поставки. ага
",0.0
"Странно, но мне только предлагают get access за 40 ... Вот Evolutionary differences открылась нормально, спасибо.
",0.0
"Нашлась девушка. Спасибо большое.
",0.0
"Я когда мехом и кожей стал заниматься, то сперва в эту отрасль вник и только потом бросил основную работу. А так да, первое время крайне тяжко.
",0.0
"Название конечно интересное...
",0.0
"ТС, а как давно реклама висит, не подскажете? Я живу в этом районе, а такое умудрилась пропустить...
",0.0
"Весело ломать людям жизни ? В такие моменты я рад что пыня и компания скоро выебут всех вас в сраку. Будешь травить с регистрацией по паспорту чмо абоссаное. Сами превращаете интернет в помойку, сами же за это и получаете.
",1.0
"Так это ты ему неадекватно пишешь
",1.0
"теперь буду говорить моя говняшка моя кизяшка
",1.0
"А ты потрогай её снаружи
",0.0
"Я дрочил Вале на лицо, левацкая няшечка :3
",1.0
"Ларин же недавно высрал видео что конфликты уже не торт, и решил уйти в музицирование. Хотя на мой взгляд у него нет никакого музыкального таланта.
",0.0
"обычные японские блага.
",0.0
"Да ну нахуй. Чем такая свиноматка с прицепом, лучше инцелом быть!
",1.0
"У меня такая кружка в процессе мытья развалилась в руках на 100500 мелких осколков. То есть, она может разбить пол, а потом взять и развалиться из-за того, что на нее полили теплой водичкой?
",0.0
"Трансполярная магистраль. Сталинская стройка века. Построили, да совсем неудачно. а потом вообще забросили
",0.0
"Лазурник, ты? Я узнал тебя по твоим шизоидным постам. Помнишь, как ты пытался что то выдавить из себя в Джапари библиотеке, а мы с ассистентом нассали в твоё карри? Ты ещё съел, облизнулся и попросил добавки. А потом сказал, что всю жизнь будешь ненавидеть друзей, но когда ты пошёл на них в рейд, чтобы их съесть, то они пустили тебя по кругу, после чего тебе наложили на анус восемь швов. Как поживаешь, Лазурник?
",1.0
"Дизайн комнаты скопирован со Смехопанорамы Это просто та же самая комната. Сначала выступает тупой клоун, потом приходит Евгений Ваганыч.
",1.0
"чтобы сторонники Сисяна и скаклы-няши не обвиняли в подзалупности добавлю еще кусок правды: Пидорахи во всей этой истории повели себя тоже мерзко, турсливо засунув язык в одно место, наглядно продемонстрировав, что с такими братушками не нужны враги.
",1.0
"А если приехав, вы откажетесь подписывать договор по доверенности не привезете подписанный экземпляр имеется риск, что в договоре будет подпись не покупателя, тогда что делать салону? Деньги вы уже заплатили, договора у них нет, или он есть, но по факту с чужой подписью. Так себе схема, как раз белый салон может не пойти на нее, так как есть больший риск нарваться на ответственность по закону о защите прав потребителей
",0.0
"Вот, а на обычной работе есть коллеги и бывает что они помогают)
",0.0
"Это домыслы маневрового левака с реддит и они совпадают с заголовком т.к. как не требуют ничего другого кроме referring to her as male
",0.0
"С родителями то охуено жить. Расставались на месяц и я переехал к родителям. Жрать готовят, одежду стирают и даже гладят. Деньги не тратятся.
",0.0
"фубля эти современные тенденции. Мозг автоматом вставляет между на и лицо слово Мужское . Будь оно неладно. КОгда должна эта болезнь пройти?(
",1.0
"Бате недавно ставили, многим уже в 40 нужно. А если не повезло с зубами, то и того раньше. Надеюсь, вам повезло :р",0.0
"Что-то подобное было у Хайнлайна в Луна - суровая хозяйка , но остальное там немного не то, всё же
",0.0
"хуемрази, что с лицом?
",1.0
"Если судья принимает неправильное решение, вы можете его отменить в вышестоящем суде. Можно дойти вплоть до ЕСПЧ. Такая система позволяет с одной стороны гарантировать право граждан на правосудие, т.к. даже низкая квалификация судьи (обычно справедливо для мирового суда) не сможет помешать установлению законности, т.к. его неправильное решение будет отменено. С другой стороны, эта система позволяет судье рассматривать дело руководствуясь только законом и не принимать во внимание тот факт, что одна из сторон - большой человек в городе и обещал обрушить на мою голову кару за неверное решение, т.к. наказать судью за неверное решение по закону в принципе нельзя.
",0.0
"КПД у конденсационников выше не только в конденсационном режиме, но и при частичной нагрузке. Я вайланта так делал запрос про КПД с частичной нагрузкой для конденсационных котлов и неконденсационных турбированных, при графике 80 60 для первых они обещают КПД 94 , а для вторых только 80 , а максимальная нагрузка у нас 7 дней в году, в остальное время нагрузка частичная. Кроме того при нормальном погодном регулировании котёл 80 времени всё равно будет работать в конденсационном режиме даже с радиаторами и регистрами.
",0.0
"Хуйня у тебя в штанах, пидар.
",1.0
"В Стокгольме 370 машин на 1000 населения. В Москве - 380. Сравнимый уровень автомобилизации. Там правда больше факторов влияет, но все же.
",0.0
"вот видишь он говорит что ты плохой, УХОДИ!
",1.0
"Не будьте чмом, а то Лев даст вам пизды. Как дал мне.
",1.0
"Эбалку себе не сломайте. В топки справочники. Как выпускник кафедры электрических машин утверждаю что в природе у двух движков с одинаковой мощностью рабочие токи могут отличаться в разы. Есди бы вы были профессионалом, то знали ли бы что в природе существуют мотор-автоматы, разработанные специально для защиты двигателей. И им на пусковые токи как-то насрать. Ну а если нет мотор-автоматов, то поднимаем характеристику срабатывания, или выставляем время срабатывания больше чем время пускового тока. Но зачем вам это? Выже можете только эбать.
",0.0
"Не Питер ли?) До боли знакомая цифра 424
",0.0
"ну там Жириновский на заднем плане, так что, весело должно быть)
",1.0
"А потом отстроят себе город в море с башнями из слоновой кости или на горе поселяться где-нить в Греции, а оттуда начнут трахать все живое.
",0.0
"Весело ломать людям жизни ? В такие моменты я рад что пыня и компания скоро выебут всех вас в сраку. Будешь травить с регистрацией по паспорту чмо абоссаное. Сами превращаете интернет в помойку, сами же за это и получаете.",1.0
"Турецкие и арабские хуесосы в 90-е все таки создали тут какую-никакую ячейку радикалов, взять тот же Азатлык , благо большинство тут не настолько тупое быдло, чтобы ратовать за шариат и прочую средневековую дичь, и все это состоит дай бог из пары сотен отбитых. А то что какой-то умник решил присоединится к тренду по вытягиванию извинений - стыдно уже вполне секуляризованному народу ударятся в эту средневековую дичь мимо татарин
",1.0
"250 вроде нормальная по жёсткости вода, если водопроводная, то максимум, что нужно - механический 1-5мкм уголь
",0.0
"В этом году получаю второе высшее образование в сфере информационной безопасности. Чего же не в сфере разработки программного обеспечения? Всё же более востребованная специальность.
",0.0
"Чет не удивлена. Хотя, если они вводят такую систему, то должны делать все, чтобы это работало. Но увы, не работает
",0.0
"Глянь DAWG(a) если ты анимеблядь.
",1.0
"Причем тут нарушать? Камеры надо ставить там, где нарушать опасно для жизни. А не на ровных участках трассы, где нарушать безопасно и многие нарушают - так называемые хлебные места
",0.0
"Ну блдь, импеллер жеж, импеллер.
",1.0
"Спасибо за ответ! Очень подробно и доходчиво.
",0.0
"Расческу плоскую деревянную, многие лысым дарят на праздники.
",1.0
"И ставить тег комментарии пикабу ...
",1.0
"Аааааа, почему они не дают мне убивать инакомыслящих, отрезать головы неверным, почему?!
",1.0
"У нас если хочешь полный бак то оставляешь нал на кассе что бы хватило. Ставят до полного на эту сумму.
",0.0
"А чем вреден вейп? По сути, если брать начинку не содержащую табака, а просто сладкий дым (хз что там), то сильного вреда не будет?
",0.0
"10 к 1 эти ублюдки высерыши властей региона
",1.0
"Скорее всего сказано было по привычке, но ФРГ давно ведь не существует)
",0.0
Добыча оказалась не по зубам.,0.0
"Больше слушай лысого пиздабола, посмотрел его высер в каждом слове пиздеж гнилой пидор этот воложанин... Я за этим парашным проектом 5 лет наблюдал с первого выпуска. Да они там все гнилые, когда качёк первый выпуск выложил на ютуб получил порцию ссанины в ебало сделал высер с которого лысый пидор весь смысл скопировал в своём видосе выше.
",1.0
"а какие есть пруфы, что контент в ютубе или на патреоне - это его единственный источник доходы и смысл всей жизни?
",0.0
"Че пацаны, ники какие хоть у вас на твиче, надо знать с кем чалишься на параше
",1.0
"А цензура - это колоотрезающее кольцо
",1.0
"Просто поймал себя на мысли, что смотрю говноконтент, созданный исключительно с целью выцыганивания донатов на хайпе. А халя не в моём вкусе, в ней нет ничего женственного.",1.0
"Риски были прочитаны, но я плох в математике)
",0.0
"Плюс, этиловый спирт сейчас физлицам не продают легально.
",0.0
"Слилась ватная жирная дура
",1.0
"так покупать это нормально. автор явно не хочет покупать
",0.0
"Тебя ебет? Она тебя вроде не трогает, зачем лезть в её пространство личное. Как бабки подъездные.",1.0
"Такой тюнинг в деревнях сплошь и рядом
",0.0
"даров.. угу.. снабжение.. 20й год в этом дурдоме..
",1.0
"ситуативно бывают моменты когда проще зарядится таблами их стоит воспринимать как инструмент достижения целей в сложных ситуациях. Система и режим во всем конечно лучшее решение чем таблетки. Пока молод и организм тащит)
",0.0
"в интернете написано 3 года и 4 мес
",0.0
"У нас плотва с икрой, которая крупная где то 850-900 рублей будет выходить.
",0.0
"Они поддерживали свой народ, они же националисты, ты забыл, даун? Путина они не поддерживали.
",1.0
"сименские контроллеры там не живут больше 3 лет, просто сгнивают нахуй
",0.0
"пруфы Хорошо, смотри. сгорел ТЦ Зимняя Вишня Путен, карупция!!!МЧС ВЗЯТКИ!!! - то, что он говорит. А как надо было: таки богоизбранные подожгли ТЦ, чтобы принести очередную жертву.
",0.0
"Прям небольшое путешествие во времени
",0.0
"Нет, это шутки психолуха
",1.0
"Да там все просто 1 2 и 3 4. Остальное это уже магистральное.
",0.0
"Я подъехал, у меня тоже 3, по одной на каждое место работы.
",0.0
"Да насрать всем уже на это засохшее дерьмо! Алсо, скорее всего жирный свин почуял что его блядскому магазинчику наступает капздец и начал пытаться маневрировать.
",1.0
"Нахуй сразу, я хочу жить в красивом и удобном городе, а не на магистрали, итак везде одни жоповозки, вот реально, идёшь до магазина 5 минут и всё кругом просто заставлено машинами, просто пиздец какой то, один большой гараж.
",0.0
"От массы зависит, если садиться на лампочке , можно и 18000.
",0.0
"На госпочту письмо приходит от ГИБДД или ФССП сразу, как сформировано уведомление. А в личном кабинете госуслуг - после обработки уведомления от тех же ГИБДД и т.д. У меня бывало дня два проходило, пока на госуслугах штраф появится.
",0.0
"До сих пор удивлен что никто не вспомнил того кого нельзя называть
",0.0
"Это если есть заначка . А так - в требованиях прописывается пункт компенсация времени забастовки как простоя - наряду с другими. Обычно в требованиях - приём и увольнение только по согласию профсоюза, повышение з п, отмена сверхурочных, улучшение условий труда и тд и тп.
",0.0
"Это всё хорошо и красиво. А не может ли суд ошибаться? Случайно, или намеренно?
",0.0
"Ужас, только вчера думала о том, а что, если вдруг случится сердечный приступ, а у меня двое деток дома. Страшно как-то.
",0.0
"хохохо, а ты хорош! В
",0.0
"оно 47 кг весит, я его даже до помойки донести не могу
",1.0
"да и сам в принципе мог бы слазить все проверить
",0.0
", ау! Вы где? Ни одного ответа никому в треде. Получается вы еще и эгоист. Почитайте Лабковского по ссылке. Доверьтесь.
",1.0
"Обычно не стоит ацетоном обезжиривать щель между дверью и дверным проёмом, после этого не стоит использовать монтажную пену. И да, нет необходимости ускорять реакцию затвердевания при помощи воды.
",0.0
"Буквально полторы недели назад делала этот пирог. Просто супер, вкус божественный.
",0.0
"то есть как вернуть? а открыть спор что не бывает?
",0.0
"Место не слишком проходное, да и город у нас маленький
",0.0
"Скорее хохлом завовусь, чем скотоублюдком. ЭТО ОДНО И ТОЖЕ, хохол
",1.0
"Ахаха, ну да, ну да, на ньюсаче нет лахты, вы нас слышите ?? Лахты нет на ньюсаче, ебать ты конч
",1.0
"Да на телефоне не проследишь за автоподстановкой, тем более если свайпом набирать)
",0.0
"Поясните про шкаф и попа
",0.0
"32192293 Жизнь на Украине - это бессрочное всеобщее соревнование по терпению и поеданию говна. Ввели новые законы, повысили тарифы в тысячу раз, разрушили всю промышленность, сделали самой нищей страной европы, проебали три региона, а ты ещё держишься-терпишь, ведь ты патриот, у тебя есть гимн, флаг, вышиванка, и от этого ощущаешь гордость. Гордость за то что выдержал, не сломался, пережил зиму, вот Тарас не смог терпеть, эмигрировал - значит сломался, да и вообще он сепар и маскаль, а я всё ещё держусь, да холодно, да не мылся неделю, но я патриот, так как я сильнее. Микола оказался здоровьем слаб - размазня, так ему и надо, он и на майдане как то вяло скакал, а я терплю, я патриот. Человек может приспособиться ко всему, те кто не выдерживает - просто слабые духом, они не патриоты, они проиграли.
",1.0
"Сейчас свинонарода осталось 25 млн - среди них старые люди, которые грешным делом теперь зачислены в свинонарод. Они легко войдут в Федерацию.
",1.0
"РЯЯЯЯЯЯ В СОВКЕ ВСЕХ ИНВАЛИДОВ НЕ РАССТРЕЛИВАЛИ ЗОНДЕРКОМАНДЫ, А ВЫЖИВШИХ СТАСКИВАЛИ В КОНЦЛАГЕРЯ. НЕ-БЫ-ЛО. ТВЕРДО И ЧЕТКО
",1.0
"Мне кажется если с одного места и под одним ракурсом сделать много фото, то можно зафотошопить, будто на мосту вообще не людей
",0.0
"А страховка по-твоему как должна работать? Смысл любых страховок (хоть здоровья, хоть имущества, хоть ответственности) как раз в том и есть, что платят все по-немногу, а пользуются не все
",0.0
"это привычка с СССР, когда был тотальный дефицит, но тебе рассказывали что всё вокруг народное
",0.0
"подбирать носки Ты че, ебанутый? Купил уже кроссовки акроним и выложил лук в фач?
",1.0
"А зачем они вообще возили эти диски, если можно переписать в перфокарты или даже в тетради, а потом куда нужно? Это же выгоднее.
",0.0
"Как по мне, фильм до абсурда перегружен киноштампами жанра, от пафоса тошнит, а из-за катавасии со сценарием слишком много лишних и ненужных для сюжета эпизодов. Тем не менее, показать нам захватывающую историю с отлично поставленным экшеном смогли.
",0.0
"Чувак, в ньюсаче сидят старые педофилы и порашники, у них кругозор как у табуретки.
",1.0
"Сисянофилы и хрюканы рвутся с оглушительным треском.
",1.0
"Не досмотрел. Не выдержал. ВЕЛИКОЛЕПНОЕ ВИДЕО! ТАК ДЕРЖАТЬ! Досмотрел! ВЕЛИКОЛЕПНАЯ РАБОТА!
",1.0
"ГДЕ ВИДЕО БЛЯДЬ????????7
",0.0
"Заебись же, чем больше этого цирка, тем скорее это недоумение как евросоюз развалится нахуй. Пшеки будут потом оплотом белого мира.
",1.0
"Анимация травы очень прикольно вышла А вообще это красиво, пиксельная красота, жду новых комикс скетчей, и других картинок)
",0.0
"После его жалких просьб поцеловаться ещё послал бы его нахуй.
",1.0
"Извини тебе в грязном ходить приятно?
",0.0
"Японцы еще больше майонеза добавляют везде чем у нас
",0.0
"С другом ЮРАНОМ в августе 1994 тащились на Гаврилово с лодкой и и рюкзаками. Жили там неделю, как только не ловили, ни прикармливали - ноль целых, хер десятых. А всё началось с того, что один дед сказал: Это озеро БОГАТО рыбой!
",0.0
"Евгеша лицемерный мясной мешок с дерьмом. Живёт на даче своей бабы-Клэп и жирует на донаты, мотаясь по заграницам.
",1.0
"Ебать он тупка, турки и арабы оФФициально белые, причем тут негры, антрополог хуев. А вообще качалочка, хуи негров, мужское государство Ясно-понятно
",1.0
"Зато конкурировать е с кем
",0.0
"Вопросы: увидел пару фоток ножей аркос, хорошие? Профессионалы их пользуют? Почему предпочитаете немцев? Аркос мне всегда нравились своей сталью , она неприхотлива и хорошо держит заточку. Профессионалы используют то, что им дают в организации иногда докупают если необходимо. Приходишь работать в цех, а там всем выдают Вустхов или Трауматину, будешь работать ими, выдают Аркос, работаешь Аркосом. Если это не суперинтенсивная, профессиональная работа, то нож подбирается просто исходя из удобства. Мне немцы просто удобнее в руку ложаться у тех испанцев с которыми работал были проблемы с рукоятками (на фото это видно), а у немцев нет. При этом нужно не забывать, что у Аркоса гигантский модельный ряд, в свое время они выпускали ножи с деревянными рукоятками( очень удобные). Керамика не в ходу от слова совсем? Плюсы керамики это великолепный рез (большая твердость малый угол заточки) и отсутствие окисления от продуктов. Минусы - Цена, хрупкость, сложность в обслуживании. В обвалке керамический нож использовать нельзя, это силовая нагрузка на клинок (керамический просто сломается). Та же ситуация при жиловке. Верю в то, что этот материал доработают, но сейчас он мяснику не нужен. На последнем фото третий нож слева (кривой какой то), это зачем такой? Для снятия шкуры. Слегка изогнут именно для того, чтобы можно было использовать часть лезвия для срезания (отскабливания) шкуры от мяса. Большинство национальных ножей (охотничьих) имеет подобный изгиб (тот же Боуи или Пукко) именно для тех же задач. Сколько времени занимает разбор мясной туши? Это вообще 1 человек делает? Очень общий вопрос. Туша говядины? Свинины? Баранины? Разбор это полная обвалка? Частичная? Для примера. Говядина стандартно считается четвертями. Говяжий зад - 1 четверть, обваливается за 3-4 минуты. Но если перед мясником стоит задача обвалять десять четвертей, то среднее время увеличиться. Опять же влияет подготовленность рабочего места. Передняя четверть обваливается дольше - лопатка - 4 минуты , шея - 4 минуты, ребра шейная часть толстый и тонкий край (мышцы идущие вдоль позвоночника) это еще 5 минут. Все в среднем, можно быстрее, можно аккуратнее и медленнее. Итого приблизительно 25 минут на полную обвалку полутуши, 50 минут на тушу. Приблизительно столько же жиловка (то есть по простому очистка бескостных кусков от соединительной ткани и порционный разбор) соответственно 1час 40 минут. Один человек может сделать все и обычно в небольших магазинах он все и делает, другое дело, что для ускорения процесса нужно вводить специализацию и разделение труда. Соответственно на конвейере ты можешь вообще весь день делать только одну операцию, зато очень быстро.
",0.0
"Да не, просто мэрия Москвы думает что на автомобилях всех вывезет, но это уже нереально, а дальше будет только хуже.
",0.0
"В нашей. По фото нихрена не понятно, но 100 там старый добрый фузор Фарнсуорта. Мальчик не гений, эту хрень собирали все кому не лень, она ни для чего не пригодна, кроме как показывать возможность термоядерного синтеза в домашних условиях.
",0.0
"Наверно, особо злобный пидорас по докам, шоб тень не бросать на героических белогвардейцев
",1.0
"Не обращал внимания, просто привел цитату из статьи. Сижу вот теперь гуглю скрины, чтобы посмотреть эти самые тени. Пока ничего не нагуглил ( игру ставить долго и места на плойке у меня нет)
",0.0
"Это статья как раз на случай немедленного реагирования в случае угрозы жизни. Ну и всяких потенциальных терактов, когда ФСБ паяльником спрашивает подопечных, где бомбу спрятали. Применять её просто так не дадут подзаконные акты.
",0.0
"2020 Ну о выпуске пока рано говорить и выйдет ли.
",0.0
"ты на стол-то ложись, русалка!
",1.0
"С моей не прохляет! Она ушлая стервочка!
",1.0
"До сих пор пересматриваю его видео. Орамбо кстати на своем канале пилит похожий контент, но качеством похуже, там же и Шуран не редко светится, храню хрупкую надежду что когда-то он вернется, такая годнота ведь.",0.0
"Да действительно. Там контента, если особо фармом не заниматься, на один день. Я за 14 часов прошёл сюжет и большую часть фарма даже успел закрыть, пока не надоело. А просят как за большую игру.
",0.0
"Я не разбираюсь в этой электрике-хуэлектрике, но сняв и разобрав такую лампу, увидел, что на одном светодиоде есть чёрная точка. Выпаять эту мелкую штучку огромным паяльником, достававашимся из поколения в поколение в моей семье, не удалось. Поэтому я его сковырнул отверткой. Надо ли объяснять, что нового светодиода у меня не оказалось? Никакого. Поэтому набрав на жало (кто придумал такое название для куска металла?) припой, оставил жирную кляксу, соединив контакты, где до этого располагался светодиод. И вуаля! Вопреки вашим ожиданиям, лампа заработала. Работает вот уже пару месяцев, по яркости не отличается от остальных.
",0.0
